1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 450.0000000000 129.0000000000 13.0000000000 0.0915492958 458.0000000000 1.0177777778 0.1007751938 0.2866666667
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 450.0000000000 109.0000000000 0.0000000000 0.0000000000 585.0000000000 1.3000000000 0.0000000000 0.2422222222
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 453.0000000000 122.0000000000 4.0000000000 0.0317460317 335.0000000000 0.7395143488 0.0327868852 0.2693156733
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 471.0000000000 120.0000000000 2.0000000000 0.0163934426 541.0000000000 1.1486199575 0.0166666667 0.2547770701
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 451.0000000000 107.0000000000 3.0000000000 0.0272727273 202.0000000000 0.4478935698 0.0280373832 0.2372505543
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 452.0000000000 120.0000000000 3.0000000000 0.0243902439 209.0000000000 0.4623893805 0.0250000000 0.2654867257
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 449.0000000000 100.0000000000 1.0000000000 0.0099009901 166.0000000000 0.3697104677 0.0100000000 0.2227171492
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 454.0000000000 120.0000000000 3.0000000000 0.0243902439 340.0000000000 0.7488986784 0.0250000000 0.2643171806
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 451.0000000000 133.0000000000 1.0000000000 0.0074626866 165.0000000000 0.3658536585 0.0075187970 0.2949002217
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 470.0000000000 145.0000000000 6.0000000000 0.0397350993 699.0000000000 1.4872340426 0.0413793103 0.3085106383
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 450.0000000000 118.0000000000 0.0000000000 0.0000000000 162.0000000000 0.3600000000 0.0000000000 0.2622222222
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 452.0000000000 107.0000000000 2.0000000000 0.0183486239 213.0000000000 0.4712389381 0.0186915888 0.2367256637
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 452.0000000000 111.0000000000 1.0000000000 0.0089285714 175.0000000000 0.3871681416 0.0090090090 0.2455752212
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 452.0000000000 107.0000000000 0.0000000000 0.0000000000 171.0000000000 0.3783185841 0.0000000000 0.2367256637
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 453.0000000000 116.0000000000 3.0000000000 0.0252100840 190.0000000000 0.4194260486 0.0258620690 0.2560706402
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 449.0000000000 116.0000000000 1.0000000000 0.0085470085 199.0000000000 0.4432071269 0.0086206897 0.2583518931
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 451.0000000000 94.0000000000 0.0000000000 0.0000000000 178.0000000000 0.3946784922 0.0000000000 0.2084257206
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 449.0000000000 114.0000000000 0.0000000000 0.0000000000 207.0000000000 0.4610244989 0.0000000000 0.2538975501
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 452.0000000000 102.0000000000 3.0000000000 0.0285714286 572.0000000000 1.2654867257 0.0294117647 0.2256637168
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 450.0000000000 116.0000000000 2.0000000000 0.0169491525 283.0000000000 0.6288888889 0.0172413793 0.2577777778
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 453.0000000000 108.0000000000 1.0000000000 0.0091743119 441.0000000000 0.9735099338 0.0092592593 0.2384105960
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 453.0000000000 108.0000000000 1.0000000000 0.0091743119 231.0000000000 0.5099337748 0.0092592593 0.2384105960
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 450.0000000000 102.0000000000 2.0000000000 0.0192307692 223.0000000000 0.4955555556 0.0196078431 0.2266666667
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 451.0000000000 130.0000000000 2.0000000000 0.0151515152 233.0000000000 0.5166297118 0.0153846154 0.2882483370
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 451.0000000000 113.0000000000 1.0000000000 0.0087719298 475.0000000000 1.0532150776 0.0088495575 0.2505543237
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 450.0000000000 133.0000000000 1.0000000000 0.0074626866 154.0000000000 0.3422222222 0.0075187970 0.2955555556
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 452.0000000000 107.0000000000 3.0000000000 0.0272727273 333.0000000000 0.7367256637 0.0280373832 0.2367256637
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 450.0000000000 114.0000000000 0.0000000000 0.0000000000 454.0000000000 1.0088888889 0.0000000000 0.2533333333
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 451.0000000000 96.0000000000 1.0000000000 0.0103092784 167.0000000000 0.3702882483 0.0104166667 0.2128603104
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 453.0000000000 108.0000000000 0.0000000000 0.0000000000 229.0000000000 0.5055187638 0.0000000000 0.2384105960
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 452.0000000000 101.0000000000 2.0000000000 0.0194174757 347.0000000000 0.7676991150 0.0198019802 0.2234513274
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 454.0000000000 120.0000000000 3.0000000000 0.0243902439 256.0000000000 0.5638766520 0.0250000000 0.2643171806
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 453.0000000000 122.0000000000 2.0000000000 0.0161290323 167.0000000000 0.3686534216 0.0163934426 0.2693156733
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 452.0000000000 103.0000000000 1.0000000000 0.0096153846 331.0000000000 0.7323008850 0.0097087379 0.2278761062
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 451.0000000000 138.0000000000 2.0000000000 0.0142857143 491.0000000000 1.0886917960 0.0144927536 0.3059866962
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 451.0000000000 115.0000000000 0.0000000000 0.0000000000 591.0000000000 1.3104212860 0.0000000000 0.2549889135
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 450.0000000000 100.0000000000 2.0000000000 0.0196078431 215.0000000000 0.4777777778 0.0200000000 0.2222222222
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 452.0000000000 132.0000000000 4.0000000000 0.0294117647 358.0000000000 0.7920353982 0.0303030303 0.2920353982
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 452.0000000000 115.0000000000 2.0000000000 0.0170940171 200.0000000000 0.4424778761 0.0173913043 0.2544247788
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 452.0000000000 131.0000000000 1.0000000000 0.0075757576 169.0000000000 0.3738938053 0.0076335878 0.2898230088
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 466.0000000000 122.0000000000 2.0000000000 0.0161290323 701.0000000000 1.5042918455 0.0163934426 0.2618025751
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 450.0000000000 96.0000000000 4.0000000000 0.0400000000 365.0000000000 0.8111111111 0.0416666667 0.2133333333
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 453.0000000000 122.0000000000 2.0000000000 0.0161290323 452.0000000000 0.9977924945 0.0163934426 0.2693156733
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 449.0000000000 113.0000000000 3.0000000000 0.0258620690 213.0000000000 0.4743875278 0.0265486726 0.2516703786
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 454.0000000000 119.0000000000 0.0000000000 0.0000000000 374.0000000000 0.8237885463 0.0000000000 0.2621145374
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 452.0000000000 117.0000000000 1.0000000000 0.0084745763 205.0000000000 0.4535398230 0.0085470085 0.2588495575
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 450.0000000000 118.0000000000 0.0000000000 0.0000000000 436.0000000000 0.9688888889 0.0000000000 0.2622222222
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 452.0000000000 108.0000000000 1.0000000000 0.0091743119 179.0000000000 0.3960176991 0.0092592593 0.2389380531
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 453.0000000000 108.0000000000 46.0000000000 0.2987012987 232.0000000000 0.5121412804 0.4259259259 0.2384105960
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 457.0000000000 189.0000000000 6.0000000000 0.0307692308 611.0000000000 1.3369803063 0.0317460317 0.4135667396
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 453.0000000000 111.0000000000 1.0000000000 0.0089285714 159.0000000000 0.3509933775 0.0090090090 0.2450331126
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 453.0000000000 100.0000000000 1.0000000000 0.0099009901 481.0000000000 1.0618101545 0.0100000000 0.2207505519
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 406.0000000000 106.0000000000 0.0000000000 0.0000000000 603.0000000000 1.4852216749 0.0000000000 0.2610837438
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 406.0000000000 107.0000000000 47.0000000000 0.3051948052 403.0000000000 0.9926108374 0.4392523364 0.2635467980
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 406.0000000000 135.0000000000 2.0000000000 0.0145985401 190.0000000000 0.4679802956 0.0148148148 0.3325123153
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 406.0000000000 110.0000000000 2.0000000000 0.0178571429 288.0000000000 0.7093596059 0.0181818182 0.2709359606
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 406.0000000000 111.0000000000 0.0000000000 0.0000000000 191.0000000000 0.4704433498 0.0000000000 0.2733990148
1.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 407.0000000000 117.0000000000 48.0000000000 0.2909090909 384.0000000000 0.9434889435 0.4102564103 0.2874692875
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 407.0000000000 117.0000000000 99.0000000000 0.4583333333 503.0000000000 1.2358722359 0.8461538462 0.2874692875
