0.0000000000 0.0000000000 450.0000000000 129.0000000000 13.0000000000 0.0915492958 2.0000000000 1.4000000000 0.2000000000 0.4000000000 0.0300909350 1.0000000000 0.0000000000 458.0000000000 3.2671527778 5.3907456222 5.0000000000 5.0000000000 5.0000000000 0.0000000000 0.1007751938 0.2866666667 0.6000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.4000000000 0.0000000000 0.0000000000
0.0000000000 0.0000000000 450.0000000000 109.0000000000 0.0000000000 0.0000000000 2.0000000000 1.4000000000 0.2000000000 0.4000000000 0.0300909350 1.0000000000 0.0000000000 585.0000000000 3.2671527778 5.3907456222 5.0000000000 5.0000000000 5.0000000000 0.0000000000 0.0000000000 0.2422222222 0.6000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.4000000000 0.0000000000 0.0000000000
0.0000000000 0.0000000000 453.0000000000 122.0000000000 4.0000000000 0.0317460317 2.0000000000 1.4000000000 0.2000000000 0.4000000000 0.0300909350 1.0000000000 0.0000000000 335.0000000000 3.2672222222 5.3907067166 5.0000000000 5.0000000000 5.0000000000 0.0000000000 0.0327868852 0.2693156733 0.6000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.4000000000 0.0000000000 0.0000000000
0.0000000000 0.0000000000 471.0000000000 120.0000000000 2.0000000000 0.0163934426 2.0000000000 1.4000000000 0.2000000000 0.4000000000 0.0300909350 1.0000000000 0.0000000000 541.0000000000 3.2672222222 5.3908688552 5.0000000000 5.0000000000 5.0000000000 0.0000000000 0.0166666667 0.2547770701 0.6000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.4000000000 0.0000000000 0.0000000000
0.0000000000 0.0000000000 451.0000000000 107.0000000000 3.0000000000 0.0272727273 2.2000000000 1.4000000000 0.4000000000 0.2000000000 0.0272468135 1.0000000000 0.0000000000 202.0000000000 4.2004166667 5.1056136365 5.0000000000 5.0000000000 5.0000000000 0.0000000000 0.0280373832 0.2372505543 0.2000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.4000000000 0.0000000000 0.4000000000
0.0000000000 0.0000000000 452.0000000000 120.0000000000 3.0000000000 0.0243902439 2.2000000000 1.4000000000 0.4000000000 0.2000000000 0.0272468135 1.0000000000 0.0000000000 209.0000000000 4.2004166667 5.1055594453 5.0000000000 5.0000000000 5.0000000000 0.0000000000 0.0250000000 0.2654867257 0.2000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.4000000000 0.0000000000 0.4000000000
0.0000000000 0.0000000000 449.0000000000 100.0000000000 1.0000000000 0.0099009901 2.2000000000 1.4000000000 0.4000000000 0.2000000000 0.0272468135 1.0000000000 0.0000000000 166.0000000000 4.2003472222 5.1056163639 5.0000000000 5.0000000000 5.0000000000 0.0000000000 0.0100000000 0.2227171492 0.2000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.4000000000 0.0000000000 0.4000000000
0.0000000000 0.0000000000 454.0000000000 120.0000000000 3.0000000000 0.0243902439 1.4000000000 0.8000000000 0.0000000000 0.4000000000 0.0404278728 0.8000000000 0.0000000000 340.0000000000 3.1818750000 5.1330578193 5.0000000000 5.0000000000 5.0000000000 0.0000000000 0.0250000000 0.2643171806 0.4000000000 0.0000000000 0.0000000000 0.0000000000 0.2000000000 0.4000000000 0.0000000000 0.0000000000
0.0000000000 0.0000000000 451.0000000000 133.0000000000 1.0000000000 0.0074626866 2.2000000000 1.4000000000 0.4000000000 0.2000000000 0.0272468135 1.0000000000 0.0000000000 165.0000000000 4.2003472222 5.1056163639 5.0000000000 5.0000000000 5.0000000000 0.0000000000 0.0075187970 0.2949002217 0.2000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.4000000000 0.0000000000 0.4000000000
0.0000000000 0.0000000000 470.0000000000 145.0000000000 6.0000000000 0.0397350993 2.0000000000 1.4000000000 0.2000000000 0.4000000000 0.0300909350 1.0000000000 0.0000000000 699.0000000000 3.2672222222 5.3908688552 5.0000000000 5.0000000000 5.0000000000 0.0000000000 0.0413793103 0.3085106383 0.6000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.4000000000 0.0000000000 0.0000000000
0.0000000000 0.0000000000 450.0000000000 118.0000000000 0.0000000000 0.0000000000 1.4000000000 0.8000000000 0.2000000000 0.2000000000 0.0272468135 0.8000000000 0.0000000000 162.0000000000 4.1543055556 5.1112662171 5.0000000000 5.0000000000 5.0000000000 0.0000000000 0.0000000000 0.2622222222 0.2000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.6000000000 0.0000000000 0.2000000000
0.0000000000 0.0000000000 452.0000000000 107.0000000000 2.0000000000 0.0183486239 2.2000000000 1.4000000000 0.4000000000 0.2000000000 0.0272468135 1.0000000000 0.0000000000 213.0000000000 4.2004166667 5.1055594453 5.0000000000 5.0000000000 5.0000000000 0.0000000000 0.0186915888 0.2367256637 0.2000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.4000000000 0.0000000000 0.4000000000
